|ICO|Nazov|SK_NACE
535|44450524|SAS Slovakia, s. r. o.|62020.0
536|31421652|TRACO Computers s.r.o. |47410.0
537|36779598|MOVYROB, s.r.o.|71200.0
538|17309531|Asint Educate, spol. s r.o.|62010.0
539|36245011|TEN SLOVAKIA, s.r.o.|72190.0
540|41300785|Ján Michalko|33200.0
541|35800593|Digital Systems a.s. |62090.0
542|36386278|CALORIM Sk, s.r.o.|33140.0
543|36487660|InfoProjekt, s.r.o.|62090.0
544|10689231|Juraj Hudy - GAMA TNS|71200.0
545|35723394|SCHNEIDER ELECTRIC SLOVAKIA, spol. s r.o.|27330.0
546|35829613|VEMAPOS, s.r.o.|71200.0
547|31322891|VUPEX a.s.|72190.0
548|36622524|MB TECH BB s.r.o.|47410.0
549|31365078|PosAm, spol. s r.o.|62010.0
550|36616079|KTP Group, s.r.o.|71200.0
551|47035242|REVIZ-DETVA s.r.o.|71200.0
552|36812650|mediaTOP, s.r.o.|62090.0
553|31354882|ArcGEO Information Systems spol. s r.o.|62010.0
554|31375111|Montáže Čakovice Bratislava, a.s.|33200.0
555|35815191|BSP CYPER SECURITY GROUP, a.s.|62020.0
556|35726229|SHARK Computers, a.s.|47410.0
557|36307165|Slomed s.r.o.|62090.0
558|35845716|Descon, a.s.|62020.0
559|36424820|Prvá čiernovážska, s.r.o.|47410.0
560|31318347|SOFOS, a. s.|46510.0
561|36489441|IPM SOLUTIONS, s.r.o.|47410.0
562|35781271|Millennium, spol. s r. o.|63110.0
563|00003964|INFOSTAT - Inštitút informatiky a štatistiky|72200.0
564|44367465|Soimco a. s.|62010.0
565|31387811|AXON PRO, s.r.o.|62090.0
566|36191337|BE-SOFT a.s.|62090.0
567|31652859|EL spol. s r.o.|71200.0
568|44681551|Trabisco, s. r. o.|62090.0
569|36215791|K_CORP s.r.o.|62030.0
570|36785512|SOFTIP, a. s.|62010.0
571|45650276|Atos IT Solutions and Services s.r.o.|62090.0
572|00679364|Špeciálne systémy a software, a.s.|33200.0
573|31393993|ISAX s.r.o.|63110.0
574|36051012|IT SERVIS, s.r.o.|62090.0
575|31333532|ESET, spol. s r.o.|62090.0
576|17330165|MENERT spol. s r.o.|33200.0
577|35939770|VERITY Computer s.r.o.|63110.0
578|35760419|Asseco Central Europe, a. s.|58290.0
579|35750871|TENDER MEDIA GROUP, s. r. o.|63110.0
580|44986092|KREATIVA s. r. o.|27400.0
581|35763213|ABONUS s.r.o.|62030.0
582|50171712|Tihamér Hires - HiTi elektro|33140.0
583|46729526|LEXUM, s.r.o.|47410.0
584|00685089|Tecton, a.s.|26200.0
585|47529938|Copia Slovakia, s.r.o.|62020.0
586|35810734|DATALAN, a.s.|46510.0
587|36174777|TORY CONSULTING, a.s.|62020.0
588|47882476|AUSYS s.r.o.|62010.0
589|46187022|Terézia Fernézová|71200.0
590|44792301|A.M.I. SLOVAKIA s.r.o.|26510.0
591|36014061|R-SYS, s.r.o.|62010.0
592|46547436|alt - energie, s.r.o.|71200.0
593|42001315|Národné lesnícke centrum |72190.0
594|31328296|OSVETLENIE, s.r.o.|33140.0
595|31376045|PPA INŽINIERING, s.r.o.|33200.0
596|43995187|T-MAPY Slovensko s. r. o. |62090.0
597|31356273|HMH, s.r.o. |26510.0
598|35757736|SFÉRA, a.s.|62090.0
599|36392961|EMOS SK s. r. o.|46430.0
600|35692715|AGEM COMPUTERS, spol.s r.o.|46510.0
601|34125302|KIOS a.s.|62010.0
602|36620203|Bach systems, spol. s.r.o.|62010.0
603|48108812|WISEPLAN s.r.o.|72200.0
604|36039071|THR Systems, a.s.|62010.0
605|36213063|GNOMA, s.r.o.|46510.0
606|36498548|ŠTÝL - IVANOV s.r.o.|47410.0
607|35705795|General Electric International (Slovensko), s.r.o.|33130.0
608|35694530|RADELA s.r.o.|62030.0
609|31560407|M O V I , spol. s r.o.|26510.0
610|36945382|Rudolf Masár  - RM Kontrol|71200.0
611|45338159|EUROVIA Services, s. r. o.|71200.0
612|44749805|WEBData s. r. o.|62090.0
613|36729604|BEXA, a. s.|62020.0
614|44650213|Ján Fric|63110.0
615|35702877|ensentia s.r.o.|47410.0
616|35953713|SlovShore, s.r.o.|62090.0
617|35685018|WBI, s.r.o. |62090.0
618|36035831|GaRT s.r.o.|62010.0
619|34113061|DAVID interier design, spol. s r.o.|33200.0
620|36411019|SK-03, s.r.o.|47410.0
621|31400906|ErasData - Pro s.r.o.|62030.0
622|46457763|SoftwareONE Slovakia s. r. o.|62020.0
623|36325406|APC CONTROLS, s. r. o.|33200.0
624|46425926|EPITREND s.r.o.|33200.0
625|36041726|SOMI Consulting s.r.o.|63110.0
626|00685780|Regotrans - Rittmeyer, spol. s r.o.|33200.0
627|00587257|QEX, a.s.|46510.0
628|46897658|P3C s.r.o.|62090.0
629|00603783|NESS Slovensko, a.s.|62090.0
630|31347169|Beset, spol. s r.o.|62020.0
631|46631399|TOPSOP s. r. o.|62090.0
632|35806231|VERI2, s.r.o.|62010.0
633|00692069|LYNX - spoločnosť s ručením obmedzeným Košice|62020.0
634|31324797|SLOVDEKRA s.r.o.|71200.0
635|35685310|Hydrometrics, s.r.o.|71200.0
636|45452911|GAZ ENERGO, spol. s r.o.|71200.0
637|31560806|M I K R O H U K O , spol. s r.o.|46510.0
638|36186902|Zero Košice spol. s r.o.|62020.0
639|36638498|ZERO BB, spol. s r.o.|47410.0
640|36442763|ESMO Žilina, a.s.|47410.0
641|35871164|"TPA Spoločnosť pre zabezpečenie kvality a inovácie s. r. o. skrátený názov TPA s. r. o. 
"|71200.0
642|36178829|DASTIN s.r.o.|27900.0
643|36031038|SCHUCK SLOVENSKO - Protikorózna ochrana, spol. s r.o.|71200.0
644|31587569|General Electric Slovakia s.r.o.|62020.0
645|47727845|PS a IS, s.r.o.|71200.0
646|35917491|Virte, a. s.|62030.0
647|31605052|SEVITECH a. s.|62010.0
648|36409448|Sepia Systems, s.r.o.|62010.0
649|44195591|Z+M servis, spol. s r. o. |46510.0
650|36006823|TVRDEX, s.r.o.|26510.0
651|36327204|T - Industry, s.r.o.|27900.0
652|22707042|Ivan Kozák - K & H|47410.0
653|35925116|Factory 4 Solutions a.s.|62010.0
654|17321204|EEA s.r.o.|62010.0
655|36653004|Technická inšpekcia, a.s.|71200.0
656|00603929|SAT Systémy automatizačnej techniky, spol. s r.o.|33200.0
657|36473162|DANNAX spol. s r.o.|62010.0
658|36468924|CAMEA computer systems, a.s.|46510.0
659|36368741|Foresta SK, a.s.|62010.0
660|36398993|Helada, s.r.o.|47410.0
661|31361552|ANASOFT APR, spol. s r.o.|62090.0
662|44070152|LED-SOLAR, s.r.o.|27400.0
663|46154744|ZMV, s. r. o.|71200.0
664|35763124|TECHNISERV, s.r.o.|33200.0
665|45663751|SoftOne, s. r. o.|62010.0
666|47683431|DataSpot s.r.o.|63110.0
667|31658105|KYBERNETIKA, s.r.o., Košice|62020.0
668|36252972|Topeko, s.r.o.|33200.0
669|35955678|SOITRON, s.r.o.|62090.0
670|35690721|Oracle Slovensko spol. s r.o.|62090.0
671|31722016|Contineo s.r.o.|33200.0
672|36179515|Alpha Technologies, s.r.o.|46510.0
673|00166723|Archeologický ústav Slovenskej akadémie vied|72200.0
674|31574050|GI-BÓN, spol. s r.o. |62010.0
675|45390053|SPOJNET s. r. o.|63110.0
676|31414419|ProCS, s.r.o.|33200.0
677|17328209|INDRA Slovakia, a.s.|62090.0
678|46945415|Resolution s. r. o.|33140.0
679|36037907|TS Creo, s.r.o.|47420.0
680|35737328|SAP Slovensko s.r.o.|62010.0
681|35805781|ŠTOR CAD - GRAITEC s. r. o. |46510.0
682|47498731|Elio group s.r.o.|62010.0
683|36366706|DataCentrum, s.r.o.|62090.0
684|35973072|Aglo Solutions s. r. o.|63110.0
685|35787546|ANECT a.s.|62090.0
686|17316260|EMM, spol. s r.o.|62090.0
687|48204072|Slov- Led Plus s.r.o.|27400.0
688|44257848|citadelo s. r. o.|62010.0
689|31367569|CSC Computer Sciences spol. s r.o.|62020.0
690|00683540|SOFTEC, spoločnosť s ručením obmedzeným skrátene: SOFTEC, spol. s r.o.|62010.0
691|35741236|TransData s.r.o.|62010.0
692|44251009|ARS TECHNOLOGY s. r. o.|46520.0
693|31338895|N O V, s.r.o.|62090.0
694|46975519|Soft for Solutions, a. s.|62010.0
695|36330167|U-system Slovakia s.r.o.|62090.0
696|36573671|Medicalernst, s.r.o.|33130.0
697|48038661|BRENNER AMS, s.r.o.|26510.0
698|17640261|MCR, s.r.o.|62090.0
699|31361242|DATA SYSTEMS spol. s r.o.|62020.0
700|17330491|Data System Soft, spol. s r.o.|62010.0
701|44765843|EuroBrik s.r.o.|71200.0
702|35764848|NMS s.r.o.|71200.0
703|31564518|BETAMONT s.r.o.|27900.0
704|35840005|D. Trust Certifikačná Autorita, a.s.|63110.0
705|00696951|ICOS, a.s. Košice|62010.0
706|36402672|Výskumný ústav dopravný, a.s.|72190.0
707|00602311|Asseco Solutions, a.s.|62010.0
708|36301621|BSC Line, s.r.o.|62090.0
709|35891823|CeMS, s.r.o.|71200.0
710|36438456|GIGABIT, s.r.o.|26200.0
711|36293440|ALES a. s.|62010.0
712|45265356|EXIMM s. r. o. |33200.0
713|36601748|mediworx software solutions, a.s.|62010.0
714|46428216|BSC Medical, s. r. o.|47410.0
715|46117491|JUMP soft a.s.|47410.0
716|47251689|MERCUDO a.s.|72190.0
717|35893907|Kedros, a. s.|62090.0
718|31358446|Electrolux Slovakia s.r.o.|46430.0
719|36831221|Aliter Technologies, a.s. |46510.0
720|41532252|Mariana Bezáková - MAJA|63110.0
721|35771429|Avnet Technology Solutions s.r.o.|46510.0
722|35843390|Swiss Post Solutions, s. r. o.|63110.0
723|36762644|OLTIS Slovakia s.r.o.|62020.0
724|17862655|Miroslav Ondruš - AMPO|27330.0
725|35785616|Stengl Consulting, s.r.o.|62020.0
726|31668461|VILLA MARKET s.r.o.|46430.0
727|46590129|Insomnium, s. r. o.|63110.0
728|35859423|ZSE Energy Solutions, s.r.o.|33140.0
729|36395820|MIM, s.r.o. |62020.0
730|44880774|Altamira Softworks, s. r. o.|62010.0
731|31612989|CORA GEO, s. r. o.|62090.0
732|48237540|3eMPH, s.r.o.|62020.0
733|35681128|JTS spol. s r.o. |62010.0
734|31337147|IBM Slovensko, spol. s r.o. - v slovenskom jazyku, IBM Slovakia, Ltd. - v anglickom jazyku|62020.0
735|47573562|Jozef Beňo, s.r.o.|71200.0
736|45859922|MGROUP, s.r.o.|62090.0
737|35703466|ALEF Distribution SK, s. r. o.|46510.0
738|36461008|PREFER, s.r.o.|47410.0
739|31338682|Zero, spol. s r.o.|46510.0
740|17081386|Telegrafia, a.s.|33200.0
741|17321450|exe, a.s.|62090.0
742|35859911|Zvac Systems s.r.o.|47410.0
743|48029483|AŽD Praha s.r.o.|63110.0
744|35829036|Ardaco, a.s.|62010.0
745|35752831|TatraSoft Group s.r.o.|62090.0
746|36875490|Peter Kokles|63110.0
747|36719765|center.sk, s.r.o.|62090.0
748|36605751|MEPIS HEALTHCARE, s.r.o.|62090.0
749|00584274|REGULA Košice akciová spoločnosť|33200.0
750|50438336|Hewlett Packard Enterprise Slovakia, s.r.o.|46510.0
751|44500734|SkyToll, a. s.|63110.0
752|36033987|GAMO a.s.|62090.0
753|31402445|Slovakia Online s.r.o.|63110.0
754|30775264|SVOP, spol. s r.o.|62090.0
755|50394045|METROTECH s. r. o.|26510.0
756|35785306|Enterprise Services Slovakia s. r. o. |62090.0
757|34985361|Marian Zwinger - Elektro-Bak|33140.0
758|35785284|Plaut Slovensko, s.r.o.|62090.0
759|35849428|eDevelopment s.r.o.|62010.0
760|35770911|SOVA Digital a.s.|62090.0
761|47578904|Sterimed s. r. o.|71200.0
762|35698021|PRONIX, s.r.o.|33200.0
763|36545198|KLIMAK, s.r.o.|33200.0
764|36328057|ICZ Slovakia a. s.|62010.0
765|45591237|iQservices, s.r.o.|63110.0
766|31320414|Tlačová agentúra Slovenskej republiky |63910.0
767|35691310|VÚRUP, a.s.|71200.0
768|31419470|CZ CZ Nitra s.r.o.|62090.0
769|36221945|AITEN, a.s.|62010.0
770|50603698|flex-it, s.r.o.|46510.0
771|31586368|GT Systems 2, s.r.o.|62090.0
772|35830662|Dignitas, spol. s r.o.|62090.0
773|35891866|CLEAN TONERY, s.r.o.|47410.0
774|35972564|YACHTER,sk, s.r.o. |47410.0
775|36705390|BELLIMPEX s.r.o.|27900.0
776|46551077|K-TEL s. r. o.|33140.0
777|44387598|TOP SERVIS IT a. s.|47410.0
778|35795808|WINCOR NIXDORF s.r.o.|62090.0
779|17318483|PlusComp spol. s r.o.|62090.0
780|36511048|MANÍK s.r.o.|27900.0
781|31619011|SEA SK spol. s r.o.|33200.0
782|34120220|ŠKODA SLOVAKIA, a.s.|33200.0
783|50009320|FilmStor s.r.o.|63110.0
784|36701262|Net Task s.r.o.|62030.0
785|35692103|BSP Applications, spol. s r. o.|62020.0
786|50399403|inezis s.r.o.|62020.0
787|43806236|CIV SK, s.r.o.|63110.0
788|47427621|GHOST SAFETY, s.r.o.|62090.0
789|37754122|Ján Karman|33140.0
790|47991461|ITernal, s. r. o.|62010.0
791|36396222|AutoCont SK a.s. |47410.0
792|45572577|MicroSpin s. r. o.|46510.0
793|31382541|ASBIS SK spol. s r.o. |46510.0
794|47089849|ColosseoEAS, a.s.|62010.0
795|31367763|SLOVAKODATA, a.s.|62020.0
796|36306100|APL TREND s.r.o.|33200.0
797|50094882|Viktor Kušnír - REVIKO, s.r.o.|71200.0
798|44233094|HÍLEK group a.s.|71200.0
799|47510862|Avekol, spol. s r.o.|71200.0
800|36670901|E.I.C.Engineering inspection company s.r.o.|71200.0
801|36326437|TriloBit Systems, s.r.o.|62010.0
802|36347779|KOLTEN, spol. s.r.o.|33200.0
803|30222575|APIS spol. s r.o.|62010.0
804|46828427|DUAL D+A, s. r. o.|71200.0
805|43953794|DICIT spol. s r. o.|62020.0
806|47619503|BTI s. r. o.|27900.0
807|44962070|TooNet, s. r. o.|62010.0
808|31666540|PROSOFT, spol. s r.o. Košice|62010.0
809|36046205|IRIS SH, s.r.o.|62020.0
810|36650811|DATACAR, spol. s r.o.|46510.0
811|47052805|European Consultants Association a. s.|63110.0
812|30774845|ATP spol. s r. o.|62090.0
813|36674711|Inštitút práce, s.r.o.|71200.0
814|33996547|Ján Barniak - ELROZ|27900.0
815|47488093|MaSa Tech, s.r.o.|71200.0
816|35747692|REPAR - Building Control, s.r.o.|62030.0
817|46964797|Alfa IT, s.r.o.|62090.0
818|46567763|ARCHEOLOGICKÁ AGENTÚRA s.r.o.|71200.0
819|47754346|Binary Confidence s.r.o.|62020.0
820|47455250|WISTUK s. r. o.|63110.0
821|50571745|AQUA - SHOPPING s.r.o.|62020.0
822|47537191|Akadémia vzdelávania vodičov, s.r.o.|27400.0
823|36418005|CALIBRIUM, spol. s.r.o.|71200.0
824|35495669|Bc. Richard Guček - GuR|47410.0
825|35762721|SIPRIN, s.r.o.|62090.0
826|47762136|ANTES HC s. r. o.|26301.0
827|48322989|eČasenka, s.r.o.|63110.0
828|35835681|U&Sluno SK, s.r.o.|62090.0
829|36847488|Centrálna obstarávacia agentúra, s.r.o. skrátený názov COA, s.r.o.|62010.0
830|31630154|ECS ENGINEERING, s.r.o.|62010.0
831|36831727|COM-Maddox, s.r.o.|63110.0
832|36440850|RIMEX Žilina, s. r. o.|47410.0
833|40774279|Marián Šataník - SATELIER|63110.0
834|45899495|JUST IT Solutions s. r. o.|63110.0
835|36656631|LiftTechnik s.r.o.|33200.0
836|35826045|QUALIFORM SLOVAKIA s.r.o.|71200.0
837|31330142|ENERGOSOFT spol. s r. o.|72190.0
838|50605631|GRIPEX s.r.o.|26200.0
839|44684151|Indexer s. r. o.|63110.0
840|17077389|ELEN, s.r.o.|27900.0
841|46622381|Branislav Švorc|62090.0
842|45327173|MUNUS s. r. o.|62090.0
843|36316695|uniCODE systems s.r.o.|63110.0
844|36775185|Scientica, s.r.o.|72190.0
845|35929090|Fabrici Management Consulting, spol. s.r.o.|63110.0
846|31441114|TRELLING spol. s r. o.|62010.0
847|31425836|Slovenská informačná a marketingová spoločnosť, a. s. Skrátený názov: SIMS, a. s|63910.0
848|35835206|PDAwin s.r.o.|26510.0
849|36327204|T - Industry, s.r.o.|27900.0
850|31564518|BETAMONT s.r.o.|27900.0
851|47050284|ALTEVITA s.r.o.|62090.0
852|47486449|TOP SERVICES, s.r.o.|63110.0
853|47612584|Madness Productions s. r. o.|62090.0
854|33510105|František  Hamšík |47410.0
855|36487104|Next Team, s.r.o.|47410.0
856|35918501|DWC Slovakia a.s.|62090.0
857|17334977|MURTEL spol. s r. o.|33200.0
858|36319449|tnTEL, s.r.o.|62090.0
859|35886013|CRIF - Slovak Credit Bureau, s. r. o.|63110.0
860|36194522|AŽD SLOVAKIA a. s.|33200.0
861|31684165|EKOLAB s.r.o.|71200.0
862|35949813|JASA, s.r.o.|46430.0
863|36415685|MERKUR SLOVAKIA, s.r.o.|47410.0
864|36217379|ELEKTRO CONTROLS s.r.o.|71200.0
865|31325513|SLOVEL spol. s r.o.|26510.0
866|46451234|Aardwark s. r. o.|62090.0
867|31335586|MPS - System, spol. s r.o.|62010.0
868|31428185|ttc, s.r.o.|62030.0
869|35782889|CANON SLOVAKIA s.r.o. |47410.0
870|31402038|ORGA - TRADE a. s. |62090.0
871|35737719|HighChem s.r.o.|72190.0
872|44984251|R-DAS, s. r. o.|72190.0
873|46817832|Phoonio s.r.o.|62090.0
874|31678378|M - D - J, spol. s r.o.|62010.0
875|36734519|KYBERNETES s.r.o.|27900.0
876|44099207|ETHOS Technology, s.r.o.|47410.0
877|50009320|FilmStor s.r.o.|63110.0
878|31681506|ENERGOSPOL, s.r.o.|26510.0
879|46247696|RiadIT s.r.o.|46510.0
880|44989725|ELVOSOLAR, a.s.|33140.0
881|36645796|ŠK-SERVIS s.r.o.|71200.0
882|31431852|MURAT, s.r.o.|46520.0
883|44703929|Cable Connect s.r.o.|27900.0
884|36351547|RAJEC INDUSTRY, spol. s r.o.|33200.0
885|36437671|JuSoft, s. r. o.|62090.0
886|30998808|SEC spol. s r. o.|27400.0
887|36622419|HP kontrol s.r.o.|71200.0
888|35702010|MERA communication s.r.o.|33200.0
889|36041688|MADE spol. s r.o.|62020.0
890|36453633|REGADA, s.r.o.|26510.0
891|31661246|MICRONIC a. s. |26200.0
892|48295001|WATER PARTNER SLOVAKIA s.r.o.|72190.0
893|43818030|DD21 s.r.o.|46510.0
894|36029076|Zoznam, s.r.o.|63110.0
895|47367873|MindIT, s.r.o.|62090.0
896|31380051|Výskumný ústav papiera a celulózy a.s.|72190.0
897|47355301|Inšpekcia Dozor Overovanie, s.r.o.|71200.0
898|44284195|Softea, s. r. o.|62010.0
899|44533870|BRUTTO, s.r.o.|26510.0
900|47022370|HTEnergy s.r.o.|63110.0
901|36785512|SOFTIP, a. s.|62010.0
902|46663461|KMF SLOVAKIA, s.r.o.|63120.0
903|36614611|PWC Avis, s.r.o.|62090.0
904|36285595|GENETON s.r.o. |72190.0
905|33791180|Marián Balún|47420.0
906|44964676|CEIT, a.s.|72190.0
907|47579706|Amperia, s. r. o.|71200.0
908|46528539|I.K.NOW s. r. o. |62090.0
909|32191391|Ing. Dalibor Hladík - ALPHA TECH |33140.0
910|35974249|ASEK TZB, spol. s r.o.|33200.0
911|31380051|Výskumný ústav papiera a celulózy a.s.|72190.0
912|45647674|ELEKTRO-MOUB s.r.o.|27900.0
913|44307535|ŽP Výskumno-vývojové centrum s.r.o., skrátene ŽP VVC s.r.o.|72190.0
914|35875020|Radio Services a.s.|62090.0
915|35687487|MAILTEC SLOVAKIA, spol. s r.o.|47410.0
916|46789146|Unique People, s.r.o.|62020.0
917|44100183|AXIS POS Systems s. r. o.|63110.0
918|45728909|GSoft-Group a. s.|62010.0
919|00685399|BSP SOFTWAREDISTRIBUTION a.s.|46510.0
920|46004459|GENERAL Machinery spol. s r.o.|27900.0
921|35723718|BSP Consulting spol. s r.o.|62020.0
922|31643434|INTECO PLUS, spol. s r.o.|46520.0
923|31619011|SEA SK spol. s r.o.|33200.0
924|36716561|Geotechnická spoločnosť - GES s.r.o.|71200.0
925|36319210|MANOMER SK, a.s.|26510.0
926|30775264|SVOP, spol. s r.o.|62090.0
927|46258981|EXTRACOM s.r.o.|62020.0
928|31753604|Štátny geologický ústav Dionýza Štúra|72190.0
929|31598501|ZTS ELTOP spol. s r.o.|62090.0
930|35723718|BSP Consulting spol. s r.o.|62020.0
931|35719915|Partner Soft, spol. s r. o.|62090.0
932|35852216|TÜV SÜD Slovakia s.r.o.|71200.0
933|47989777|SWITSYS s.r.o.|63110.0
934|36237361|TI8IT, s.r.o.|63110.0
935|25848488|MEDIVIS PRO a.s. |72190.0
936|47350164|CEELABS s.r.o. |62020.0
937|36235466|Amicus SK, s.r.o.|46520.0
938|35788402|CRYSTAL CONSULTING, s.r.o.|62090.0
939|36426041|PC SEMA, s.r.o.|47410.0
940|36045799|MIDINET s.r.o.|62090.0
941|31577164|INOTESKA s.r.o.|33200.0
942|50448676|DOBISH Invest s. r. o.|62020.0
943|48263613|Plan.it, s.r.o.|62020.0
944|47507659|PAYWELL a.s.|62020.0
945|36553883|WIZACO NDT, s.r.o.|71200.0
946|35958707|MAIND, s.r.o.|62020.0
947|36212466|Datacomp s.r.o.|47410.0
948|36021571|PROTEL, s.r.o.|33130.0
949|36560669|ACROPOLIS SLOVAKIA, s.r.o.|47410.0
950|50095706|CareWave s.r.o.|62020.0
951|00650552|DATATHERM, spol. s r.o. |33200.0
952|45265356|EXIMM s. r. o. |33200.0
953|35760338|D/L/M, spol. s r.o.|62030.0
954|36718025|AnimaGraf, s.r.o.|63110.0
955|31590128|SUNSOFT plus spol. s r.o. |62090.0
956|36004731|SCAME-SK, s.r.o.|27330.0
957|36224278|YMS, a.s.|62090.0
958|31414419|ProCS, s.r.o.|33200.0
959|31413498|ENVItech, s.r.o.|26510.0
960|31678211|TECHNICKÁ DIAGNOSTIKA, spol. s r.o., Prešov|71200.0
961|50899830|OVOTECH, s. r. o.|72190.0
962|44307535|ŽP Výskumno-vývojové centrum s.r.o., skrátene ŽP VVC s.r.o.|72190.0
963|44883331|Servistech, a.s.|33140.0
964|35763213|ABONUS s.r.o.|62030.0
965|45004790|NUVIA s.r.o.|26510.0
966|50710541|STEMI Global s.r.o.|71200.0
967|36773417|Vigour SK s.r.o.|62010.0
968|36466875|Stavcomp, s.r.o.|46510.0
969|31325335|REGONIK spol. s r.o.|26510.0
970|44345151|BIATEC LASER TECHNOLOGY s.r.o.|72190.0
971|35747463|ZPA Bratislava a.s.|33140.0
972|50634526|SophistIT, s.r.o.|62090.0
973|35815191|BSP CYBER SECURITY GROUP, a.s.|62020.0
974|36789658|Robotic SK, s.r.o.|33200.0
975|46182071|Magix, s.r.o.|62090.0
976|36493732|Applied Meters, a.s.|26510.0
977|34127861|ENERGOVÝSKUM SLOVAKIA, a.s.|33140.0
978|47330856|AAS Slovakia s.r.o.|62090.0
979|00057380|Technický skúšobný ústav Piešťany, š.p.|71200.0
980|45245401|GUARANT International spol. s r.o.|71200.0
981|35687754|Amtel Slovensko, s. r. o. |62010.0
982|31689973|Soft & Control Technology, s.r.o.|26510.0
983|47355298|RODMA, s.r.o.|71200.0
984|35892005|Investeers, a.s.|47410.0
985|36184641|SWAN KE, s. r. o. |62090.0
986|45429693|Arminius IT s.r.o.|62090.0
987|35775939|DATAROAD, a.s|62020.0
988|36197874|SLOVEKO s.r.o.|71200.0
989|35810408|CNC, a.s.|62090.0
990|35929103|FVE Dolný Bar, a. s.|62090.0
991|34101101|MRÁZ J., spol. s r.o.|33140.0
992|43966675|CODE2B, s.r.o.|62020.0
993|48103314|QID company a.s.|63110.0
994|50132512|Weniz s.r.o.|71200.0
995|35747463|ZPA Bratislava a.s.|33140.0
996|35495669|Richard Guček - GuR|47410.0
997|31431071|P.P.C. service s.r.o.|27900.0
998|36014061|R-SYS, s.r.o.|62010.0
999|36856738|Centrum pre vedu a výskum, s. r. o.|72190.0
1000|45361606|Heliopark 6, s.r.o.|72190.0
1001|47632798|SECCO PLUS, s.r.o.|62020.0
1002|48126560|insar.sk s.r.o.|26510.0
1003|46450424|WDS Solutions s. r. o. |62090.0
1004|45988625|HD elektronika SK, s. r. o.|26510.0
1005|45359563|Heliopark 8, s.r.o.|72190.0
1006|45362092|Heliopark 5, s.r.o.|72190.0
1007|46287825|Datavard s. r. o. |63110.0
1008|35871164|TPA Spoločnosť pre zabezpečenie kvality a inovácie s. r. o. skrátený názov TPA s. r. o. |71200.0
1009|45674175|AeroMobil, s.r.o.|72190.0
1010|45361983|Heliopark 7, s.r.o.|72190.0
1011|31586163|HOUR, spol. s r.o.|62020.0
1012|36585203|TCX s.r.o.|62090.0
1013|43888771|IMESYS, s. r. o.|62020.0
1014|46928073|Synergon a.s.|62090.0
1015|35770988|SES ENERGY, a.s.|33200.0
1016|45451672|MJCH, s. r. o.|62010.0
1017|36170151|ELTODO OSVETLENIE, s.r.o.|33140.0
1018|31821987|Technický a skúšobný ústav stavebný, n. o.|71200.0
1019|45251631|LIFTMONT BB, s.r.o.|71200.0
1020|48027499|RVmagnetics, a.s. |71200.0
1021|17333423|SWECK, spol. s r. o. |62010.0
1022|36541443|TOMLUX,s.r.o.|46520.0
1023|31341241|Philips Slovakia s.r.o.|46430.0
1024|36400955|HYDAC Electronic, s.r.o.|27900.0
1025|47053917|Danube LNG, európske zoskupenie hospodárskych záujmov|72190.0
1026|36487104|Next Team, s.r.o.|47410.0
1027|36369284|Výskumný ústav mliekárenský, a.s. |72200.0
1028|36511048|MANÍK, s.r.o.|27900.0
1029|44889046|KOOL4 Solutions s. r. o.|62010.0
1030|36411141|SSE - Metrológia, s.r.o.|63110.0
1031|45376409|Farm NM, s. r. o.|62090.0
1032|34125302|KIOS a.s.|62010.0
1033|35909803|BONUM agro, s.r.o.|63110.0
1034|47257083|AeroMobil R&D, s. r. o.|72190.0
1035|35682639|CADIS, s. r. o. |62090.0
1036|44287623|TCP-Technology MAS, s. r. o.|33200.0
1037|36779598|MOVYROB, s.r.o.|71200.0
1038|45323071|VISUM, s.r.o.|62090.0
1039|35848618|Viasec, s. r. o. |62020.0
1040|35691883|AP MEDIA, s.r.o.|46520.0
1041|46320415|HOLDING SLOVAKIA s.r.o.|71200.0
1042|00692069|LYNX - spoločnosť s ručením obmedzeným Košice|62020.0
1043|46945415|Resolution s. r. o.|33140.0
1044|44201940|PROTENG s. r. o. |62090.0
1045|31421652|TRACO Computers s.r.o. |47410.0
1046|31365078|PosAm, spol. s r.o.|62010.0
1047|50886240|Optotune Slovakia s.r.o.|26200.0
1048|47427621|GHOST SAFETY, s.r.o.|62090.0
1049|31322891|VUPEX a.s.|72190.0
1050|36572250|Devion s.r.o.|27900.0
1051|31361161|ASC Applied Software Consultants, s.r.o. |62090.0
1052|36762644|OLTIS Slovakia s.r.o.|62020.0
1053|31699626|VSL Software, a.s.|62010.0
1054|36461008|PREFER, s.r.o.|47410.0
1055|45650276|Atos IT Solutions and Services s.r.o.|62090.0
1056|00615790|DITEL, spol. s r.o.|46520.0
1057|45443271|Fotonika, s.r.o.|63110.0
1058|47053968|MALAXIS, s.r.o.|62090.0
1059|43892345|ReFoMa, s.r.o. |62090.0
1060|36035971|AMICOMP BB s.r.o.|46510.0
1061|47503874|grow 1T, s.r.o.|63110.0
1062|45324964|Heliopark 2, s.r.o.|72190.0
1063|36705390|BELLIMPEX s.r.o.|27900.0
1064|47584874|RC Consult s.r.o.|62020.0
1065|36662739|Datasoft Consulting s.r.o.|62010.0
1066|17316260|EMM, spol. s r.o.|62090.0
1067|44078731|HOSS, s.r.o.|33140.0
